114	60	1
60	77	1
113	97	2
49	97	2
107	57	3
38	96	4
7	86	5
57	58	6
113	98	7
87	98	7
113	64	7
59	7	8
105	115	9
42	68	9
105	68	9
17	68	9
59	60	10
61	72	11
111	81	12
1	66	13
81	94	14
49	58	15
49	67	15
92	93	15
113	45	15
45	49	15
113	58	15
58	76	15
58	92	15
58	87	15
45	67	15
45	76	15
113	92	15
49	92	15
67	92	15
76	93	15
49	76	15
67	87	15
45	58	15
45	87	15
87	92	15
113	67	15
113	76	15
76	87	15
113	93	15
45	92	15
58	93	15
67	76	15
49	93	15
67	93	15
49	87	15
87	93	15
5	6	16
13	37	17
37	44	17
25	88	18
20	37	19
3	4	20
3	73	20
3	75	20
30	56	21
30	80	21
20	56	21
30	31	21
20	30	21
36	80	21
80	95	21
20	80	21
20	95	21
102	20	21
102	95	21
30	95	21
31	36	21
36	56	21
36	95	21
31	56	21
31	80	21
102	31	21
20	31	21
102	80	21
20	36	21
56	80	21
30	36	21
102	30	21
31	95	21
56	95	21
102	56	21
102	36	21
15	16	22
15	3	22
17	39	23
105	12	24
11	12	25
12	4	25
12	6	25
6	91	25
74	78	26
74	8	26
13	18	27
56	7	28
2	28	29
68	69	30
21	37	31
102	52	32
41	52	33
41	8	33
100	86	34
44	62	34
39	72	34
15	72	34
39	55	34
15	55	34
27	35	34
32	86	34
27	62	34
19	39	34
13	19	34
100	15	34
32	44	34
13	35	34
47	48	35
8	83	36
78	83	36
25	85	37
112	47	38
22	47	38
4	59	39
44	80	40
81	86	41
21	22	42
111	14	43
108	89	44
31	83	45
30	83	45
83	95	45
46	63	46
106	63	46
102	2	47
101	83	48
40	83	48
78	99	49
14	46	50
64	65	51
108	99	52
103	53	52
53	75	52
53	85	52
6	75	52
11	75	52
103	73	52
4	6	52
4	85	52
108	82	52
4	82	52
6	99	52
108	41	52
108	73	52
6	82	52
103	99	52
73	82	52
103	108	52
11	6	52
108	85	52
103	11	52
4	75	52
82	99	52
73	75	52
82	85	52
103	4	52
41	73	52
11	73	52
108	11	52
53	73	52
6	85	52
108	6	52
85	99	52
4	41	52
4	53	52
103	75	52
41	99	52
41	53	52
53	99	52
4	73	52
53	6	52
41	82	52
11	82	52
41	75	52
11	99	52
75	85	52
11	85	52
103	41	52
60	67	53
62	93	54
51	52	55
51	79	55
29	79	55
51	69	55
22	33	56
19	37	57
49	99	58
40	55	59
27	28	60
64	98	61
81	83	62
2	58	63
37	38	64
39	40	65
54	87	66
49	50	66
49	54	66
1	42	67
42	5	67
1	105	67
10	42	67
5	94	67
105	24	67
17	5	67
17	94	67
10	24	67
10	105	67
1	5	67
1	94	67
42	94	67
24	5	67
105	42	67
1	17	67
105	94	67
105	17	67
24	42	67
1	24	67
105	5	67
1	10	67
10	94	67
17	24	67
10	17	67
17	42	67
24	94	67
10	5	67
21	76	68
76	77	68
66	67	68
67	77	68
80	81	69
30	81	69
81	95	69
26	54	70
101	103	71
100	90	72
107	26	73
17	18	74
27	4	75
13	14	76
70	84	77
70	89	77
100	35	78
55	72	78
100	32	78
62	72	78
100	72	78
32	55	78
100	55	78
35	72	78
19	55	78
19	35	78
100	19	78
19	32	78
19	72	78
35	55	78
35	62	78
32	72	78
100	62	78
55	62	78
32	62	78
32	35	78
19	62	78
30	43	79
62	63	80
72	73	81
114	29	82
25	26	83
115	16	84
105	73	85
29	39	86
1	2	87
1	34	87
87	88	88
109	23	89
22	8	89
79	8	89
23	69	89
112	52	89
109	52	89
52	9	89
23	9	89
112	78	89
52	79	89
22	78	89
22	69	89
109	78	89
22	9	89
52	69	89
23	78	89
112	8	89
78	9	89
69	8	89
69	9	89
109	22	89
112	69	89
109	8	89
22	52	89
52	78	89
23	52	89
109	112	89
109	69	89
112	9	89
23	8	89
78	8	89
112	79	89
22	23	89
23	79	89
109	79	89
112	22	89
8	9	89
79	9	89
78	79	89
69	79	89
43	58	90
89	90	91
108	76	92
104	46	93
2	38	93
106	90	93
2	46	93
104	2	93
106	26	93
104	110	93
110	26	93
34	90	93
2	90	93
106	46	93
46	90	93
26	90	93
110	34	93
2	26	93
104	90	93
110	90	93
110	2	93
26	46	93
34	46	93
38	90	93
104	106	93
106	2	93
2	34	93
110	38	93
104	26	93
106	38	93
106	110	93
104	34	93
106	34	93
26	38	93
104	38	93
34	38	93
110	46	93
26	34	93
38	46	93
37	60	94
30	92	95
103	104	96
53	54	97
100	101	98
45	46	99
24	91	100
1	91	100
1	36	101
31	45	102
36	45	102
20	45	102
36	93	102
92	94	103
32	80	104
55	56	104
32	56	104
29	5	105
5	70	105
12	98	106
19	43	107
35	43	107
35	95	108
35	36	108
104	71	109
25	67	110
23	48	111
17	82	112
33	50	113
6	98	114
98	99	114
68	84	115
111	89	115
115	89	115
47	84	115
54	68	115
47	89	115
111	54	115
50	68	115
74	84	115
115	84	115
84	89	115
50	74	115
54	74	115
68	74	115
115	54	115
47	54	115
111	68	115
50	84	115
115	68	115
50	54	115
111	74	115
115	74	115
115	50	115
111	47	115
54	84	115
47	50	115
54	89	115
74	89	115
115	47	115
50	89	115
68	89	115
111	84	115
111	115	115
111	50	115
47	68	115
47	74	115
81	87	116
81	92	116
110	64	117
9	91	118
60	98	119
60	64	119
41	42	120
48	62	121
105	88	122
59	89	123
115	59	123
42	9	124
24	79	124
112	24	124
10	9	124
23	24	124
10	109	124
10	23	124
109	5	124
13	44	125
44	86	125
13	27	125
39	86	125
27	44	125
15	39	125
13	15	125
15	86	125
13	39	125
27	39	125
15	44	125
39	44	125
15	27	125
13	86	125
27	86	125
18	59	126
56	90	127
31	51	128
59	98	129
59	64	129
19	20	130
83	94	131
32	33	132
44	71	133
74	75	134
16	93	135
107	93	135
43	64	136
20	34	137
102	59	138
43	44	139
27	43	139
113	53	140
65	7	141
107	40	141
14	61	141
33	65	141
16	33	141
16	40	141
3	7	141
16	3	141
40	48	141
107	3	141
14	40	141
33	7	141
33	48	141
61	7	141
101	33	141
101	48	141
101	65	141
3	48	141
14	3	141
48	61	141
101	7	141
16	61	141
40	7	141
3	65	141
107	16	141
48	7	141
16	48	141
14	65	141
107	33	141
107	61	141
48	65	141
101	40	141
107	14	141
101	16	141
14	33	141
3	61	141
101	14	141
14	16	141
107	65	141
33	40	141
61	65	141
101	3	141
40	61	141
107	7	141
60	61	142
110	80	143
110	31	143
112	65	144
70	96	145
70	71	145
28	64	146
64	66	146
84	85	147
82	84	147
50	85	147
7	8	148
16	69	149
37	59	150
57	66	151
63	88	151
66	71	151
57	97	151
28	97	151
88	96	151
28	66	151
18	97	151
71	96	151
63	96	151
28	71	151
114	21	151
63	77	151
114	97	151
21	97	151
77	97	151
114	66	151
66	88	151
28	77	151
57	77	151
71	77	151
18	88	151
88	97	151
18	96	151
28	57	151
114	77	151
114	96	151
18	21	151
21	77	151
63	71	151
57	96	151
28	96	151
114	88	151
114	71	151
21	63	151
21	88	151
18	28	151
57	88	151
77	96	151
21	71	151
57	71	151
18	66	151
18	63	151
57	63	151
114	18	151
28	63	151
66	97	151
21	66	151
11	61	152
75	83	153
82	83	153
111	25	154
12	25	155
25	91	155
29	91	155
12	70	155
70	91	155
29	51	155
29	70	155
51	91	155
25	29	155
12	91	155
51	70	155
12	51	155
12	29	155
25	51	155
25	70	155
10	65	156
38	81	157
106	81	157
70	92	158
