1	123 
2	130 
3	84 
4	133 
5	124 
6	66 
7	184 
8	45 
9	155 
10	55 
11	11 
12	2 
13	50 
14	108 
15	196 
16	101 
17	101 
18	177 
19	180 
20	21 
21	161 
22	77 
23	190 
24	123 
25	139 
26	57 
27	122 
28	182 
29	124 
30	160 
31	123 
32	172 
33	124 
34	59 
35	172 
36	34 
37	94 
38	188 
39	53 
40	163 
41	16 
42	86 
43	95 
44	146 
45	116 
46	147 
47	25 
48	199 
49	123 
50	57 
51	94 
52	62 
53	70 
54	5 
55	13 
56	181 
57	180 
58	12 
59	44 
60	83 
61	37 
62	24 
63	88 
64	24 
65	49 
66	175 
67	120 
68	31 
69	4 
70	138 
71	175 
72	195 
73	192 
74	133 
75	128 
76	10 
77	64 
78	145 
79	120 
80	171 
81	182 
82	181 
83	184 
84	156 
85	77 
86	160 
87	15 
88	111 
89	116 
90	151 
91	79 
92	47 
93	92 
94	48 
95	67 
96	133 
97	97 
98	123 
99	170 
100	176 
101	167 
102	59 
103	31 
104	52 
105	159 
106	73 
107	190 
108	6 
109	103 
110	145 
111	39 
112	155 
113	152 
114	53 
115	131 
116	2 
117	166 
118	105 
119	55 
120	162 
121	181 
122	48 
123	80 
124	25 
125	67 
126	58 
127	177 
128	13 
129	87 
130	194 
131	54 
132	166 
133	46 
134	120 
135	26 
136	167 
137	101 
138	83 
139	174 
140	74 
141	116 
142	73 
143	28 
144	136 
145	1 
146	196 
147	113 
148	190 
149	68 
150	40 
151	193 
152	184 
153	107 
154	4 
155	81 
156	130 
157	151 
158	124 
159	71 
160	197 
161	159 
162	81 
163	148 
164	126 
165	100 
166	184 
167	162 
168	163 
169	181 
170	192 
171	149 
172	152 
173	23 
174	43 
175	103 
176	111 
177	195 
178	32 
179	32 
180	106 
181	19 
182	28 
183	154 
184	94 
185	153 
186	170 
187	144 
188	161 
189	58 
190	107 
191	44 
192	1 
193	108 
194	185 
195	188 
196	2 
197	180 
198	28 
199	150 
200	53 
201	170 
202	94 
203	2 
204	128 
205	133 
206	12 
207	114 
208	183 
209	63 
210	28 
211	55 
212	158 
213	122 
214	5 
215	29 
216	61 
217	2 
218	160 
219	92 
220	154 
221	79 
222	3 
223	188 
224	137 
225	163 
226	83 
227	114 
228	88 
229	191 
230	91 
231	116 
232	111 
233	45 
234	116 
235	123 
236	34 
237	42 
238	165 
239	139 
240	99 
241	145 
242	72 
243	189 
244	182 
245	23 
246	68 
247	186 
248	75 
249	188 
250	79 
251	84 
252	58 
253	25 
254	79 
255	192 
256	77 
257	124 
258	41 
259	19 
260	48 
261	126 
262	79 
263	128 
264	31 
265	97 
266	173 
267	197 
268	104 
269	114 
270	166 
271	9 
272	94 
273	199 
274	36 
275	61 
276	156 
277	182 
278	142 
279	143 
280	125 
281	103 
282	13 
283	85 
284	126 
285	171 
286	189 
287	182 
288	117 
289	198 
290	7 
291	159 
292	51 
293	64 
294	43 
295	7 
296	78 
297	94 
298	200 
299	160 
300	59 
301	15 
302	14 
303	36 
304	158 
305	132 
306	113 
307	83 
308	130 
309	171 
310	115 
311	35 
312	55 
313	153 
314	188 
315	198 
316	181 
317	64 
318	177 
319	80 
320	52 
321	101 
322	159 
323	149 
324	190 
325	104 
326	181 
327	98 
328	152 
329	58 
330	64 
331	171 
332	13 
333	84 
334	114 
335	183 
336	127 
337	179 
338	1 
339	78 
340	82 
341	182 
342	109 
343	180 
344	173 
345	2 
346	116 
347	68 
348	154 
349	13 
350	59 
351	184 
352	188 
353	45 
354	148 
355	109 
356	4 
357	68 
358	7 
359	187 
360	174 
361	141 
362	184 
363	78 
364	48 
365	50 
366	127 
367	166 
368	79 
369	151 
370	192 
371	45 
372	188 
373	43 
374	155 
375	58 
376	188 
377	164 
378	145 
379	29 
380	19 
381	152 
382	168 
383	199 
384	174 
385	195 
386	149 
387	73 
388	34 
389	40 
390	150 
391	194 
392	171 
393	87 
394	160 
395	160 
396	74 
397	27 
398	190 
399	163 
400	115 
401	159 
402	45 
403	162 
404	97 
405	183 
406	177 
407	114 
408	4 
409	15 
410	1 
411	170 
412	142 
413	63 
414	134 
415	175 
416	94 
417	185 
418	91 
419	52 
420	64 
421	153 
422	121 
423	168 
424	52 
425	5 
426	38 
427	123 
428	31 
429	171 
430	84 
431	94 
432	134 
433	132 
434	134 
435	31 
436	167 
437	25 
438	34 
439	116 
440	191 
441	150 
442	188 
443	9 
444	177 
445	44 
446	181 
447	97 
448	198 
449	81 
450	169 
451	151 
452	124 
453	180 
454	78 
455	81 
456	62 
457	110 
458	177 
459	94 
460	160 
461	60 
462	166 
463	68 
464	179 
465	58 
466	74 
467	199 
468	37 
469	180 
470	100 
471	143 
472	53 
473	13 
474	177 
475	91 
476	143 
477	177 
478	180 
479	200 
480	9 
481	103 
482	135 
483	183 
484	36 
485	162 
486	55 
487	11 
488	44 
489	149 
490	120 
491	183 
492	28 
493	48 
494	63 
495	51 
496	129 
497	132 
498	14 
499	170 
500	148 
501	11 
502	111 
503	9 
504	7 
505	185 
506	89 
507	190 
508	166 
509	180 
510	25 
511	27 
512	150 
513	114 
514	183 
515	87 
516	144 
517	134 
518	8 
519	110 
520	125 
521	154 
522	137 
523	155 
524	126 
525	146 
526	3 
527	160 
528	45 
529	92 
530	11 
531	186 
532	190 
533	43 
534	51 
535	176 
536	33 
537	121 
538	150 
539	195 
