degree distribution (probability density function of the degree in logarithmic bins) 
10.4472	0.120376
12.4769	0.0758615
14.9784	0.065248
17.9071	0.0380216
20.9562	0.0247282
24.3767	0.0193106
28.2862	0.0120355
33.299	0.0115457
39.3778	0.00711124
45.869	0.00616171
50	0.000412326

degree distribution (degree-occurrences) 
10	0.1162
11	0.094
12	0.0814
13	0.0742
14	0.0558
15	0.049
16	0.0524
17	0.041
18	0.0356
19	0.031
20	0.0284
21	0.029
22	0.0248
23	0.0212
24	0.0204
25	0.018
26	0.0158
27	0.0172
28	0.0146
29	0.0138
30	0.0096
31	0.0134
32	0.0094
33	0.0122
34	0.0086
35	0.0096
36	0.009
37	0.0072
38	0.0088
39	0.0084
40	0.0076
41	0.0064
42	0.0066
43	0.0066
44	0.0084
45	0.0066
46	0.0052
47	0.0072
48	0.0054
49	0.0064
50	0.0036


--------------------------------------
community distribution (size-occurrences)
10	0.0447761
11	0.079602
12	0.0597015
13	0.039801
14	0.0298507
15	0.0348259
16	0.0348259
17	0.0248756
18	0.0298507
19	0.0298507
20	0.0248756
21	0.0298507
22	0.039801
23	0.0248756
24	0.0248756
25	0.0248756
26	0.00995025
27	0.0149254
28	0.0199005
29	0.0199005
30	0.0348259
31	0.0199005
32	0.0248756
33	0.00995025
34	0.0248756
35	0.0248756
36	0.00995025
37	0.0149254
38	0.0248756
39	0.00995025
40	0.0149254
41	0.0248756
42	0.00995025
43	0.0248756
44	0.0199005
45	0.0248756
46	0.0199005
47	0.00995025
48	0.00995025


--------------------------------------
mixing parameter
0.5	0.0004
0.536752	0.0006
0.547475	0.001
0.571429	0.0006
0.583352	0.0168
0.599917	0.0728
0.615084	0.0658
0.628143	0.0858
0.642142	0.3028
0.654856	0.0976
0.667396	0.1992
0.688435	0.0724
0.700288	0.0598
0.714534	0.0064
0.727497	0.0162
0.75	0.0008
0.766968	0.0004
0.8	0.0006

--------------------------------------
