1	24
1	1123
1	2399
1	2422
1	2620
1	2760
1	3042
1	4680
1	4703
1	4999
2	746
2	1272
2	2626
2	3313
2	3323
2	3596
2	3779
2	4067
2	4179
2	4349
3	1086
3	1532
3	1744
3	3355
3	3473
3	3967
3	4557
3	4693
3	4731
3	4775
4	3298
4	3437
4	4070
4	4157
4	4174
4	4465
4	4608
4	4620
4	4892
4	4927
5	593
5	829
5	2619
5	4043
5	4457
5	4486
5	4581
5	4600
5	4895
5	4938
6	115
6	1722
6	3058
6	3438
6	3905
6	4704
6	4713
6	4761
6	4857
6	4936
7	2528
7	3209
7	3428
7	3719
7	4165
7	4356
7	4456
7	4820
7	4923
7	4971
8	387
8	1114
8	1283
8	1951
8	2330
8	3389
8	3479
8	4592
8	4798
8	4916
9	279
9	694
9	2200
9	2868
9	3020
9	3442
9	3572
9	4354
9	4609
9	4939
10	1998
10	3795
10	3817
10	3888
10	3979
10	4322
10	4401
10	4458
10	4801
10	4803
11	1035
11	1813
11	3177
11	3288
11	3465
11	3952
11	4457
11	4650
11	4832
11	4982
12	2317
12	2342
12	2490
12	3140
12	3588
12	4281
12	4492
12	4562
12	4869
12	4920
13	1576
13	2780
13	3208
13	3815
13	3976
13	4404
13	4634
13	4888
13	4910
13	4948
14	1823
14	3175
14	3480
14	3503
14	3989
14	4125
14	4284
14	4397
14	4414
14	4779
15	2561
15	3478
15	4074
15	4145
15	4150
15	4240
15	4277
15	4386
15	4493
15	4607
16	516
16	881
16	1299
16	3815
16	4384
16	4625
16	4690
16	4891
16	4898
16	4938
17	2032
17	3851
17	4015
17	4080
17	4303
17	4625
17	4661
17	4746
17	4776
17	4865
18	697
18	2090
18	2471
18	2710
18	2843
18	3582
18	4691
18	4783
18	4797
18	4894
19	339
19	1376
19	1715
19	2156
19	3879
19	4390
19	4436
19	4438
19	4449
19	4471
20	603
20	2371
20	3519
20	3563
20	3686
20	4345
20	4401
20	4660
20	4871
20	4963
21	953
21	2727
21	3185
21	3734
21	3923
21	4312
21	4506
21	4585
21	4688
21	4762
22	85
22	549
22	1400
22	2419
22	2750
22	2904
22	3933
22	4332
22	4382
22	4926
23	1423
23	2403
23	2870
23	2911
23	3112
23	3292
23	3373
23	3414
23	3690
23	4904
24	1
24	1021
24	1241
24	2193
24	3250
24	3365
24	4495
24	4805
24	4954
24	4962
25	1222
25	2714
25	3543
25	3702
25	4284
25	4353
25	4596
25	4684
25	4861
25	4951
26	1806
26	2041
26	4029
26	4084
26	4230
26	4406
26	4435
26	4505
26	4683
26	4998
27	2070
27	2648
27	2748
27	3682
27	3713
27	4325
27	4413
27	4499
27	4521
27	4990
28	1627
28	1738
28	2147
28	2621
28	2626
28	3749
28	4866
28	4880
28	4916
28	4954
29	742
29	2150
29	2426
29	2565
29	3498
29	4272
29	4398
29	4457
29	4573
29	4582
30	813
30	1984
30	2138
30	2736
30	3068
30	3779
30	4200
30	4258
30	4456
30	4788
31	49
31	427
31	685
31	2032
31	3293
31	3838
31	4017
31	4398
31	4516
31	4943
32	1774
32	2790
32	3886
32	3938
32	4074
32	4334
32	4399
32	4464
32	4915
32	4946
33	1635
33	1861
33	1877
33	2003
33	2202
